customer_id,age,tenure_months,monthly_charges,support_calls,contract,internet_service,churn
608,39,11,94.41,5,Month-to-month,No,0
609,19,49,126.12,6,Two year,DSL,0
610,27,46,109.75,0,Month-to-month,No,1
611,35,55,53.96,3,Month-to-month,DSL,1
612,52,46,59.68,7,Two year,No,0
613,56,13,22.95,10,Month-to-month,No,1
614,49,68,65.13,9,Month-to-month,DSL,1
615,67,55,34.69,6,Two year,Fiber optic,1
616,61,29,135.04,2,One year,DSL,0
617,74,70,47.65,1,Month-to-month,DSL,0
618,43,55,141.56,0,Month-to-month,No,0
619,56,54,30.0,0,One year,DSL,0
620,57,65,108.95,4,Month-to-month,DSL,0
621,25,47,30.84,2,One year,No,0
622,63,63,116.92,2,One year,DSL,0
623,22,37,85.85,0,Two year,DSL,0
624,50,61,21.12,5,Month-to-month,Fiber optic,1
625,21,13,43.06,1,Two year,DSL,0
626,32,33,141.84,4,Month-to-month,Fiber optic,1
627,69,14,123.71,1,One year,No,0
628,66,4,66.31,2,Two year,No,0
629,39,65,139.08,10,Two year,No,0
630,33,23,65.63,9,Month-to-month,Fiber optic,1
631,53,66,68.15,4,Month-to-month,DSL,1
632,39,57,134.97,0,Month-to-month,Fiber optic,1
633,25,20,131.55,4,Month-to-month,DSL,1
634,19,9,145.84,6,One year,No,0
635,54,53,104.06,9,Two year,DSL,1
636,72,57,148.81,10,Month-to-month,Fiber optic,1
637,63,52,131.89,3,Month-to-month,Fiber optic,1
638,24,25,116.18,1,Month-to-month,DSL,1
639,57,46,72.93,7,One year,Fiber optic,0
640,32,43,45.58,9,Month-to-month,No,0
641,50,50,90.87,2,One year,DSL,0
642,48,28,55.41,9,One year,DSL,1
643,34,6,89.5,0,One year,No,0
644,51,64,137.52,10,One year,No,0
645,22,52,61.11,7,One year,DSL,0
646,41,57,80.58,1,Two year,No,0
647,21,43,51.89,0,Month-to-month,Fiber optic,0
648,49,70,112.77,0,Two year,No,0
649,46,2,109.92,5,Two year,No,0
650,22,63,55.21,7,One year,Fiber optic,0
651,62,64,76.6,8,Month-to-month,Fiber optic,0
652,50,22,39.68,3,One year,No,0
653,24,4,93.27,4,One year,Fiber optic,0
654,43,18,87.41,6,One year,Fiber optic,0
655,72,37,79.03,3,One year,DSL,0
656,36,39,47.89,8,Two year,No,0
657,70,42,90.27,3,One year,No,0
658,46,25,60.54,2,One year,Fiber optic,0
659,27,24,78.33,6,One year,No,0
660,67,72,141.86,9,One year,Fiber optic,0
661,36,43,67.1,5,Two year,DSL,0
662,53,45,63.23,4,Month-to-month,Fiber optic,1
663,43,43,115.33,10,One year,DSL,0
664,63,13,34.54,5,Month-to-month,DSL,0
665,36,69,123.59,5,Month-to-month,DSL,1
666,36,38,67.13,3,One year,No,0
667,34,48,23.54,7,Two year,DSL,0
668,40,20,108.74,8,Two year,Fiber optic,0
669,57,7,38.69,6,Two year,DSL,0
670,23,64,65.54,9,Month-to-month,No,1
671,57,13,44.01,1,One year,Fiber optic,0
672,48,37,140.1,9,One year,DSL,0
673,18,44,41.31,2,Two year,Fiber optic,1
674,27,7,123.6,2,One year,No,0
675,68,24,25.92,5,One year,DSL,0
676,62,26,147.05,10,Two year,No,0
677,37,35,23.28,10,One year,DSL,0
678,32,16,56.22,5,One year,DSL,0
679,24,52,121.43,8,Two year,Fiber optic,0
680,56,52,114.92,3,Month-to-month,Fiber optic,1
681,57,37,42.46,3,One year,No,0
682,18,11,72.61,4,Month-to-month,Fiber optic,1
683,43,62,118.33,9,Month-to-month,No,0
684,51,71,107.31,2,Month-to-month,DSL,0
685,29,20,40.37,4,Month-to-month,No,1
686,66,34,89.56,0,Two year,Fiber optic,0
687,40,15,112.68,7,One year,DSL,1
688,63,34,87.51,2,Two year,No,0
689,26,35,122.57,1,Two year,Fiber optic,0
690,30,43,128.05,8,Two year,DSL,0
691,53,41,104.39,3,One year,DSL,0
692,24,31,24.96,3,One year,DSL,0
693,29,9,67.67,10,Month-to-month,DSL,1
694,41,27,20.37,3,One year,Fiber optic,0
695,40,61,82.86,8,One year,Fiber optic,0
696,36,36,43.69,2,Two year,No,0
697,25,60,58.63,7,One year,No,0
698,64,50,55.27,8,Month-to-month,DSL,0
699,67,22,116.49,10,Month-to-month,DSL,0
700,51,3,80.42,0,Two year,DSL,0
701,65,40,95.41,10,Month-to-month,No,0
702,58,48,63.11,9,One year,No,0
703,42,18,118.73,4,One year,Fiber optic,0
704,29,13,94.86,0,Two year,DSL,0
705,72,23,107.89,6,One year,DSL,0
706,34,67,118.34,0,One year,No,0
707,53,61,39.36,6,Month-to-month,No,0
708,37,33,23.86,8,One year,Fiber optic,0
709,26,65,92.33,2,Two year,No,0
710,71,29,68.68,7,One year,DSL,0
711,50,53,48.95,3,Month-to-month,No,0
712,56,59,88.06,8,Month-to-month,No,1
713,66,53,67.18,10,Two year,DSL,0
714,31,9,45.89,3,One year,No,0
715,19,49,101.84,3,Two year,No,0
716,29,53,128.2,7,Month-to-month,Fiber optic,0
717,42,60,141.48,8,Two year,No,0
718,30,56,49.09,10,Month-to-month,Fiber optic,0
719,25,5,42.93,2,Month-to-month,No,1
720,66,61,96.4,8,Two year,Fiber optic,0
721,26,72,38.73,3,Two year,Fiber optic,0
722,36,6,31.51,6,Month-to-month,Fiber optic,1
723,50,50,119.13,5,One year,DSL,0
724,74,30,117.43,8,Two year,Fiber optic,0
725,51,23,133.68,3,One year,No,0
726,69,61,62.68,0,One year,No,0
727,74,13,45.34,2,Two year,Fiber optic,0
728,36,4,100.75,7,One year,DSL,0
729,41,11,33.83,0,Month-to-month,Fiber optic,1
730,51,25,95.68,8,Two year,DSL,0
731,72,39,62.94,0,Two year,DSL,0
732,29,63,135.98,0,One year,DSL,0
733,53,21,34.19,10,One year,DSL,0
734,34,23,87.11,4,Two year,DSL,1
735,69,1,52.71,4,Two year,No,0
736,53,58,86.32,0,One year,No,0
737,22,36,147.8,8,Month-to-month,No,0
738,47,37,59.47,2,Month-to-month,DSL,1
739,52,53,144.63,2,Month-to-month,Fiber optic,1
740,62,1,148.3,8,Two year,Fiber optic,1
741,63,5,67.5,8,Month-to-month,Fiber optic,1
742,47,45,109.09,1,Month-to-month,DSL,1
743,38,8,137.34,5,Month-to-month,DSL,1
744,22,68,63.19,6,One year,DSL,0
745,20,67,106.32,8,One year,DSL,0
746,74,69,116.77,9,One year,Fiber optic,0
747,20,15,39.84,0,One year,DSL,0
748,35,35,49.34,4,Month-to-month,Fiber optic,0
749,63,11,114.39,6,Two year,No,0
750,43,22,37.02,2,One year,No,0
751,59,9,116.06,7,Two year,DSL,0
752,71,66,56.45,0,Month-to-month,Fiber optic,0
753,47,33,72.22,5,Month-to-month,Fiber optic,1
754,38,5,141.09,7,Month-to-month,No,1
755,33,45,33.38,6,One year,No,0
756,31,7,38.08,1,Month-to-month,Fiber optic,1
757,71,56,42.51,7,Two year,No,0
758,50,42,51.24,6,Two year,DSL,0
759,35,56,26.29,3,One year,No,0
760,26,15,70.48,4,Two year,Fiber optic,0
761,26,40,53.5,4,One year,No,0
762,64,3,117.08,6,One year,Fiber optic,0
763,28,20,65.36,8,Two year,DSL,0
764,34,47,59.79,9,Month-to-month,DSL,1
765,52,36,125.47,1,One year,DSL,0
766,23,70,43.53,9,One year,DSL,0
767,60,66,65.39,4,Two year,DSL,0
768,22,38,37.79,10,One year,No,0
769,50,44,147.35,10,Two year,No,0
770,43,50,67.78,3,Month-to-month,No,1
771,28,52,87.72,8,One year,No,0
772,62,62,78.47,7,One year,Fiber optic,0
773,29,49,53.82,5,Two year,No,0
774,33,10,89.87,10,Month-to-month,No,0
775,26,53,104.71,3,Two year,DSL,0
776,23,17,108.41,5,One year,No,0
777,61,16,101.93,0,Two year,No,0
778,60,11,30.7,9,Two year,DSL,0
779,75,69,122.27,7,Month-to-month,DSL,0
780,62,12,66.28,1,Two year,Fiber optic,0
781,59,65,39.39,3,Two year,Fiber optic,0
782,36,35,40.07,3,One year,No,0
783,33,72,60.29,6,Month-to-month,No,1
784,66,25,102.77,5,Month-to-month,Fiber optic,1
785,52,20,89.67,7,Month-to-month,DSL,1
786,34,57,102.91,9,Two year,DSL,0
787,49,3,45.71,8,Month-to-month,Fiber optic,1
788,42,19,146.54,2,Month-to-month,DSL,0
789,70,7,52.2,8,Two year,Fiber optic,1
790,57,25,60.19,1,Two year,Fiber optic,0
791,67,21,122.88,1,Two year,No,0
792,44,60,82.17,5,Month-to-month,No,0
793,41,71,89.12,6,One year,Fiber optic,0
794,62,65,122.54,2,Month-to-month,Fiber optic,1
795,24,36,112.52,6,Two year,DSL,0
796,67,54,108.77,4,Two year,DSL,0
797,25,16,89.44,10,Two year,Fiber optic,0
798,23,68,110.35,5,One year,No,0
799,68,68,140.44,10,One year,Fiber optic,0
800,59,63,108.3,6,Two year,DSL,0
801,20,53,60.57,5,Two year,No,0
802,58,51,60.54,9,One year,DSL,0
803,71,55,75.38,9,Month-to-month,No,0
804,40,67,79.51,7,Two year,DSL,0
805,50,68,138.02,5,One year,No,0
806,66,28,50.05,2,Two year,Fiber optic,0
807,43,65,128.38,7,Month-to-month,Fiber optic,1
808,57,6,93.26,2,Two year,No,0
809,29,8,52.31,9,Month-to-month,Fiber optic,0
810,28,65,109.04,2,Month-to-month,Fiber optic,0
811,49,17,82.38,9,Month-to-month,No,1
812,36,16,69.81,1,Two year,No,0
813,47,52,106.64,8,One year,No,0
814,62,3,138.34,1,One year,DSL,1
815,68,19,89.23,0,One year,No,0
816,60,21,38.67,5,Month-to-month,Fiber optic,0
817,75,53,85.99,9,Two year,Fiber optic,0
818,18,50,55.55,8,Month-to-month,No,1
819,58,29,99.92,6,Month-to-month,No,1
820,75,12,29.24,10,One year,Fiber optic,0
821,66,63,48.68,0,Month-to-month,Fiber optic,0
822,38,29,126.48,9,Month-to-month,No,1
823,74,67,37.27,9,Month-to-month,No,0
824,28,14,77.85,0,Month-to-month,Fiber optic,0
825,52,41,73.71,3,One year,No,0
826,71,14,111.17,4,Two year,No,0
827,48,38,37.23,0,Month-to-month,Fiber optic,0
828,52,27,125.49,7,Two year,Fiber optic,1
829,40,51,52.57,4,One year,No,0
830,27,39,86.32,3,Month-to-month,No,0
831,62,70,119.42,2,Two year,Fiber optic,1
832,53,70,97.31,0,One year,Fiber optic,0
833,34,12,34.32,10,Month-to-month,Fiber optic,0
834,58,27,44.23,2,Two year,DSL,0
835,63,21,132.02,3,Two year,No,0
836,53,16,90.67,4,Two year,Fiber optic,1
837,33,22,89.7,10,One year,Fiber optic,0
838,35,49,144.86,8,Two year,Fiber optic,0
839,63,47,113.73,1,Month-to-month,No,1
840,74,60,100.0,5,Two year,Fiber optic,0
841,68,61,21.9,7,Month-to-month,Fiber optic,0
842,60,45,145.37,8,Two year,No,0
843,31,54,78.02,3,Two year,No,0
844,72,11,50.85,10,Month-to-month,Fiber optic,1
845,39,25,92.73,10,Month-to-month,DSL,0
846,43,23,125.56,10,One year,No,1
847,67,71,111.32,8,Two year,Fiber optic,0
848,21,16,35.03,4,One year,DSL,0
849,28,9,68.42,2,One year,DSL,1
850,50,50,28.59,4,Two year,Fiber optic,0
851,56,9,85.4,8,One year,No,0
852,75,54,141.79,10,Two year,No,0
853,68,25,147.42,8,One year,DSL,1
854,45,23,67.03,6,One year,No,0
855,38,69,127.63,3,Month-to-month,DSL,0
856,62,69,147.14,4,Two year,No,0
857,55,44,113.87,10,One year,No,0
858,38,49,116.79,6,One year,DSL,0
859,26,49,78.85,6,Two year,Fiber optic,0
860,30,34,115.48,9,Month-to-month,No,1
861,26,33,58.06,2,One year,No,0
862,32,23,54.11,9,Month-to-month,DSL,1
863,51,59,130.65,2,One year,DSL,0
864,64,50,54.1,3,One year,Fiber optic,0
865,39,38,29.82,10,One year,DSL,0
866,19,47,42.66,0,Month-to-month,No,1
867,73,69,85.45,0,Month-to-month,Fiber optic,1
868,71,61,87.33,7,One year,DSL,0
869,21,36,28.03,3,Month-to-month,No,1
870,52,52,33.41,10,One year,Fiber optic,0
871,56,63,137.81,3,One year,DSL,0
872,38,66,145.17,0,One year,Fiber optic,0
873,69,44,125.33,1,Month-to-month,Fiber optic,1
874,39,14,41.07,4,Two year,No,0
875,52,34,83.39,3,Two year,DSL,0
876,45,19,118.65,3,One year,DSL,0
877,74,15,123.06,2,One year,No,0
878,41,21,61.13,0,Two year,No,0
879,45,8,55.18,6,One year,No,1
880,23,72,133.24,9,Month-to-month,Fiber optic,1
881,72,64,67.54,0,Two year,No,0
882,20,2,110.74,4,Two year,Fiber optic,0
883,35,17,54.54,8,Two year,Fiber optic,0
884,38,40,126.15,0,Month-to-month,DSL,0
885,21,2,134.04,5,Month-to-month,Fiber optic,1
886,39,70,83.87,4,One year,Fiber optic,0
887,45,54,69.51,5,Two year,Fiber optic,0
888,28,55,51.83,3,Month-to-month,Fiber optic,1
889,18,27,56.69,6,One year,DSL,0
890,21,39,133.1,5,Month-to-month,No,0
891,42,35,20.15,0,Month-to-month,DSL,0
892,26,20,54.19,4,One year,Fiber optic,0
893,26,55,98.73,5,Two year,DSL,0
894,44,65,81.82,5,Month-to-month,Fiber optic,1
895,50,24,56.12,8,Month-to-month,No,0
896,42,35,33.15,5,Two year,DSL,0
897,37,32,91.37,5,Two year,DSL,0
898,26,71,27.04,4,One year,No,0
899,24,67,49.37,2,Month-to-month,No,0
900,21,70,119.27,5,Month-to-month,No,1
901,70,55,79.89,0,Two year,Fiber optic,0
902,73,25,29.96,2,Two year,DSL,0
903,70,68,132.24,5,Two year,Fiber optic,0
904,25,24,20.15,0,One year,DSL,0
905,21,32,123.86,1,Month-to-month,DSL,0
906,65,71,74.63,0,Month-to-month,Fiber optic,1
907,25,68,31.7,0,Month-to-month,Fiber optic,0
908,53,15,124.91,10,Month-to-month,DSL,1
909,43,17,120.31,3,One year,Fiber optic,0
910,40,29,37.62,2,One year,Fiber optic,0
911,42,49,143.29,0,One year,DSL,0
912,47,2,89.11,1,One year,No,0
913,72,55,137.43,9,Two year,Fiber optic,0
914,20,59,147.45,8,Month-to-month,Fiber optic,0
915,72,2,58.03,1,Month-to-month,Fiber optic,1
916,45,43,39.35,9,Month-to-month,Fiber optic,1
917,19,49,29.28,5,One year,DSL,0
918,33,59,74.06,6,One year,Fiber optic,0
919,51,36,52.0,6,One year,No,0
920,73,44,49.86,0,Month-to-month,No,0
921,69,34,108.31,9,Two year,DSL,0
922,38,60,90.12,4,One year,Fiber optic,0
923,33,56,134.26,8,Two year,No,0
924,33,70,119.79,7,Month-to-month,No,1
925,27,4,128.86,8,Two year,No,0
926,28,41,38.7,6,One year,DSL,0
927,49,64,84.19,2,One year,DSL,0
928,21,35,94.33,4,Month-to-month,DSL,1
929,50,32,122.19,2,Month-to-month,No,1
930,24,42,137.61,0,Two year,Fiber optic,0
931,23,43,109.96,9,One year,DSL,1
932,50,10,96.91,6,Two year,No,0
933,46,58,101.4,4,Month-to-month,No,0
934,36,19,123.14,6,One year,Fiber optic,0
935,61,66,148.09,9,Month-to-month,DSL,0
936,73,41,140.22,1,One year,Fiber optic,0
937,38,4,122.4,7,Month-to-month,Fiber optic,1
938,73,4,122.79,1,Two year,Fiber optic,0
939,46,33,118.21,8,Month-to-month,Fiber optic,1
940,41,41,66.95,8,Two year,Fiber optic,0
941,25,34,119.9,6,One year,DSL,0
942,57,63,89.93,4,Two year,DSL,0
943,65,25,92.89,5,Month-to-month,Fiber optic,1
944,35,20,91.13,1,One year,Fiber optic,0
945,53,63,90.77,4,Two year,No,0
946,38,32,118.26,3,One year,Fiber optic,0
947,64,3,105.28,2,One year,Fiber optic,1
948,68,47,66.48,0,Two year,No,0
949,40,54,41.41,10,Month-to-month,DSL,0
950,29,2,144.08,6,Month-to-month,No,1
951,53,41,121.35,10,Month-to-month,Fiber optic,1
952,38,5,22.22,1,Two year,DSL,0
953,56,13,89.06,9,Two year,No,0
954,74,3,74.83,5,Two year,DSL,1
955,62,43,41.94,10,One year,Fiber optic,0
956,20,30,90.46,3,One year,No,0
957,32,60,143.52,5,Two year,DSL,0
958,59,13,82.11,2,Two year,DSL,0
959,59,40,60.26,7,Month-to-month,Fiber optic,1
960,50,64,65.44,9,One year,DSL,0
961,41,52,52.42,6,Two year,Fiber optic,0
962,50,20,145.0,10,One year,No,0
963,21,56,87.38,6,One year,Fiber optic,0
964,27,50,130.07,10,Two year,Fiber optic,0
965,23,10,73.72,0,Two year,No,0
966,21,34,78.26,7,Month-to-month,Fiber optic,0
967,47,9,84.75,3,Two year,DSL,0
968,36,44,50.69,10,One year,Fiber optic,0
969,74,31,149.25,3,One year,DSL,0
970,49,42,64.32,5,Month-to-month,Fiber optic,0
971,46,49,113.79,1,One year,DSL,0
972,49,57,87.35,10,Two year,Fiber optic,0
973,67,43,32.4,9,Month-to-month,Fiber optic,0
974,34,23,109.61,3,Month-to-month,DSL,1
975,47,47,113.94,5,One year,DSL,0
976,43,56,60.99,2,One year,No,0
977,24,45,130.8,3,One year,DSL,0
978,44,10,37.53,8,One year,DSL,0
979,63,8,105.4,8,Month-to-month,DSL,0
980,51,5,85.51,8,Two year,No,0
981,45,57,114.05,10,Month-to-month,DSL,1
982,48,66,42.67,7,Two year,No,0
983,34,22,77.92,2,Two year,No,0
984,74,21,39.7,0,Two year,Fiber optic,0
985,34,23,149.69,3,Two year,Fiber optic,0
986,64,42,28.04,6,Month-to-month,No,0
987,50,68,32.97,4,Month-to-month,Fiber optic,1
988,55,50,126.08,5,Month-to-month,DSL,1
989,18,46,104.62,7,Two year,No,0
990,27,4,44.82,5,One year,Fiber optic,0
991,30,9,137.9,6,Month-to-month,No,1
992,36,31,117.81,9,One year,DSL,0
993,53,65,71.77,5,Month-to-month,DSL,1
994,47,13,53.77,3,Month-to-month,Fiber optic,1
995,52,26,95.39,6,One year,DSL,0
996,18,56,124.55,2,Month-to-month,Fiber optic,1
997,62,64,94.26,2,Two year,No,0
998,54,4,107.82,8,Month-to-month,Fiber optic,1
999,25,68,108.24,1,Month-to-month,No,1
1000,55,57,30.75,1,Month-to-month,No,1
